scaleFactor,minNeighbors,avgDistance
1.9,3,12.62882366010387
1.9,4,12.62882366010387
1.9,5,11.907999268156491
1.9,6,8.555312235849406
1.9,7,8.555312235849406
1.9,8,8.555312235849406
1.9,9,9.938081986273081
1.9,10,10.0
1.91,1,21.60434684853062
1.91,2,8.756935548080527
1.91,3,8.192314613785872
1.91,4,8.663954813413069
1.91,5,8.444696573056344
1.91,6,8.682995442609812
1.91,7,8.682995442609812
1.91,8,8.682995442609812
1.91,9,9.571192043734824
1.91,10,10.217053917219912
1.92,1,30.09500153811977
1.92,2,27.79622792711003
1.92,3,9.17340728648882
1.92,4,8.751029968996656
1.92,5,8.327653006193959
1.92,6,8.327653006193959
1.92,7,8.327653006193959
1.92,8,8.327653006193959
1.92,9,9.781133434736287
1.92,10,9.781133434736287
1.93,1,30.23846546690617
1.93,2,31.775345190658356
1.93,3,9.203449119533392
1.93,4,9.599085681987855
1.93,5,8.70881141072675
1.93,6,8.70881141072675
1.93,7,9.29258364470991
1.93,8,9.29258364470991
1.93,9,10.0
1.93,10,10.0
1.94,1,39.26949576525475
1.94,2,40.89924984789037
1.94,3,19.387981045732495
1.94,4,7.859041797792573
1.94,5,7.859041797792573
1.94,6,8.013045517109493
1.94,7,8.013045517109493
1.94,8,8.639438719359514
1.94,9,9.527635320484524
1.94,10,9.527635320484524
1.95,1,15.788415824395475
1.95,2,11.895692561383298
1.95,3,7.066190362839151
1.95,4,7.608541240585005
1.95,5,8.111327645085046
1.95,6,8.111327645085046
1.95,7,8.999524246210056
1.95,8,8.999524246210056
1.95,9,9.887720847335068
1.95,10,9.907647321898295
1.96,1,23.53518295070146
1.96,2,25.306660780307254
1.96,3,16.79529709140749
1.96,4,16.79529709140749
1.96,5,16.79529709140749
1.96,6,9.301740977574177
1.96,7,9.301740977574177
1.96,8,8.687831450484559
1.96,9,9.57602805160957
1.96,10,9.85989732538933
1.97,1,36.47876978351526
1.97,2,29.92768863733093
1.97,3,9.526735933863065
1.97,4,8.380390423431887
1.97,5,8.622276540423467
1.97,6,8.622276540423467
1.97,7,9.100157162951023
1.97,8,9.100157162951023
1.97,9,9.988353764076034
1.97,10,9.863455341952553
1.98,1,23.244818319144755
1.98,2,8.625338790493272
1.98,3,8.625338790493272
1.98,4,7.756099974950759
1.98,5,7.992727221693029
1.98,6,7.992727221693029
1.98,7,7.992727221693029
1.98,8,8.57678569630313
1.98,9,9.46498229742814
1.98,10,10.160031321748502
1.99,1,35.66846033480765
1.99,2,16.947388154969147
1.99,3,17.12107691933918
1.99,4,8.862006259462214
1.99,5,8.188460938109728
1.99,6,8.188460938109728
1.99,7,8.777781341515695
1.99,8,9.286359985278384
1.99,9,10.174556586403394
1.99,10,10.174556586403394
